cmdCode,commodity,year,actual,predicted
5608,"Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials",2023,1864770532.772,2058902796.240345
5608,"Twine, cordage or rope; knotted netting, made up fishing nets and other made up nets, of textile materials",2024,1732259785.174,2120329717.1544938
5609,"Articles of yarn, strip or the like of heading no. 5404 or 5405; twine, cordage, rope or cables n.e.c. or included",2023,884382676.881,1093162687.4239833
5609,"Articles of yarn, strip or the like of heading no. 5404 or 5405; twine, cordage, rope or cables n.e.c. or included",2024,873577453.849,1206004348.241717
5701,"Carpets and other textile floor coverings; knotted, whether or not made up",2023,770618414.821,784646052.17525
5701,"Carpets and other textile floor coverings; knotted, whether or not made up",2024,834003245.2490001,765737396.6135479
5702,"Carpets and other textile floor coverings; woven, (not tufted or flocked), whether or not made up, including kelem, schumacks, karamanie and similar hand-woven rugs",2023,6218432486.887,7115006787.880073
5702,"Carpets and other textile floor coverings; woven, (not tufted or flocked), whether or not made up, including kelem, schumacks, karamanie and similar hand-woven rugs",2024,6366844549.642,7499107775.563859
5703,"Carpets and other textile floor coverings; tufted, whether or not made up",2023,7106224065.1050005,5870034224.529505
5703,"Carpets and other textile floor coverings; tufted, whether or not made up",2023,174504.0,5873664464.760153
5703,"Carpets and other textile floor coverings; tufted, whether or not made up",2024,6743622808.426,5876568656.944672
5703,"Carpets and other textile floor coverings; tufted, whether or not made up",2024,391770.0,5878892010.6922865
5704,"Carpets and other textile floor coverings; of felt, (not tufted or flocked), whether or not made up",2023,585886754.5289999,594128030.8940159
5704,"Carpets and other textile floor coverings; of felt, (not tufted or flocked), whether or not made up",2024,559970516.5239999,594583811.5212088
5705,"Carpets and other textile floor coverings; n.e.c. in chapter 57, whether or not made up",2023,2626065962.236,3040600578.96894
5705,"Carpets and other textile floor coverings; n.e.c. in chapter 57, whether or not made up",2024,2875702154.137,3391168851.4178615
5801,"Fabrics; woven pile and chenille fabrics, other than fabrics of heading no. 5802 or 5806",2023,2165864324.953,2178429238.2095795
5801,"Fabrics; woven pile and chenille fabrics, other than fabrics of heading no. 5802 or 5806",2024,2286338873.7409997,2191200900.5878344
5802,"Fabrics; terry towelling and similar woven terry fabrics other than narrow fabrics of heading no. 5806; tufted textile fabrics, excluding products of heading no. 5703",2023,117718033.914,126738953.79991582
5802,"Fabrics; terry towelling and similar woven terry fabrics other than narrow fabrics of heading no. 5806; tufted textile fabrics, excluding products of heading no. 5703",2024,108413138.126,126566157.08909182
5803,Gauze; other than narrow fabrics of heading no. 5806,2023,46097657.582,62454829.5526836
5803,Gauze; other than narrow fabrics of heading no. 5806,2024,56990294.878,64823584.418355905
5804,"Tulles and other net fabrics; not including woven, knitted or crocheted fabrics; lace in the piece, in strips or in motifs, (other than fabrics of headings 60.02 to 60.06)",2023,1214863845.024,1087458779.0495925
5804,"Tulles and other net fabrics; not including woven, knitted or crocheted fabrics; lace in the piece, in strips or in motifs, (other than fabrics of headings 60.02 to 60.06)",2024,1160670006.518,1076567382.414127
5805,"Tapestries; hand-woven, (Gobelins, Flanders, Aubusson, Beauvais and the like) and needle-worked tapestries (e.g. petit point, cross-stitch) whether or not made up",2023,27141581.206,24161110.08884251
5805,"Tapestries; hand-woven, (Gobelins, Flanders, Aubusson, Beauvais and the like) and needle-worked tapestries (e.g. petit point, cross-stitch) whether or not made up",2024,27860375.35,22088179.79632465
5806,"Fabrics; narrow woven, other than goods of heading no. 5807; narrow fabrics consisting of warp without weft assembled by means of an adhesive (bolducs)",2023,3573155463.9300003,3037578780.687044
5806,"Fabrics; narrow woven, other than goods of heading no. 5807; narrow fabrics consisting of warp without weft assembled by means of an adhesive (bolducs)",2023,121657.0,3045321433.3865743
5806,"Fabrics; narrow woven, other than goods of heading no. 5807; narrow fabrics consisting of warp without weft assembled by means of an adhesive (bolducs)",2024,3690443035.822,3051515555.5461984
5806,"Fabrics; narrow woven, other than goods of heading no. 5807; narrow fabrics consisting of warp without weft assembled by means of an adhesive (bolducs)",2024,67323.0,3056470853.273898
5807,"Labels, badges and similar articles; of textile materials, in the piece, in strips or cut to shape or size, not embroidered",2023,810613787.068,801374144.85703
5807,"Labels, badges and similar articles; of textile materials, in the piece, in strips or cut to shape or size, not embroidered",2024,876467607.1370001,796981662.5798888
5808,"Braids in the piece; ornamental trimmings in the piece, without embroidery, other than knitted or crocheted; tassels, pompons and similar articles",2023,425455581.48399997,407009580.699974
5808,"Braids in the piece; ornamental trimmings in the piece, without embroidery, other than knitted or crocheted; tassels, pompons and similar articles",2024,401485631.23800004,408340523.32600236
5809,"Fabrics, woven; of metal thread and metallised yarn of heading no. 5605, of a kind used in apparel, as furnishing fabrics or similar purposes; n.e.c. or included",2023,11908480.884,14072892.395917516
5809,"Fabrics, woven; of metal thread and metallised yarn of heading no. 5605, of a kind used in apparel, as furnishing fabrics or similar purposes; n.e.c. or included",2024,13915994.061,14921021.746054363
5810,"Embroidery; in the piece, in strips or in motifs",2023,1761602926.961,1436298739.0306926
5810,"Embroidery; in the piece, in strips or in motifs",2024,1757791064.3070002,1445532460.1899977
5811,"Quilted textile products; in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise (excluding embroidery of heading no. 5810)",2023,243911616.816,215246729.48069307
5811,"Quilted textile products; in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise (excluding embroidery of heading no. 5810)",2024,217210937.306,226796025.67756778
5901,"Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation",2023,626576354.789,720699984.3942386
5901,"Textile fabrics, gum or amylaceous substance coated, used for outer book covers and like; tracing cloth, prepared painting canvas; buckram and similar stiffened textile fabrics used for hat foundation",2024,585950680.786,746330430.0872394
5902,Textile fabrics; tyrecord of high tenacity yarn of nylon or other polyamides polyesters or viscose rayon,2023,2836926897.485,3237388049.54063
5902,Textile fabrics; tyrecord of high tenacity yarn of nylon or other polyamides polyesters or viscose rayon,2024,2157877238.558,3321776948.179548
5903,"Textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading no. 5902",2023,12781433053.554,12034625722.699215
5903,"Textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading no. 5902",2024,13011686991.612,12148433884.280014
5904,"Linoleum, whether or not cut to shape; floor coverings consisting of a coating or covering applied on a textile backing, whether or not cut to shape",2023,283441716.601,185066534.55345914
5904,"Linoleum, whether or not cut to shape; floor coverings consisting of a coating or covering applied on a textile backing, whether or not cut to shape",2024,289269907.959,185158823.8132668
5905,Textile wall coverings,2023,164020561.874,163831805.4599489
5905,Textile wall coverings,2024,171678235.784,167020870.8388461
5906,"Textile fabrics, rubberised; other than those of heading no. 5902",2023,1503237018.132,1516226294.7221785
5906,"Textile fabrics, rubberised; other than those of heading no. 5902",2024,1560727169.438,1580437611.0480244
5907,"Textile fabrics; otherwise impregnated, coated or covered; painted canvas being theatrical scenery, studio back-cloths or the like",2023,801684267.267,910736267.8157461
5907,"Textile fabrics; otherwise impregnated, coated or covered; painted canvas being theatrical scenery, studio back-cloths or the like",2024,850274899.651,951728964.1387408
5908,"Textile wicks, woven, plaited or knitted; for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated",2023,44857077.963,58696557.90869829
5908,"Textile wicks, woven, plaited or knitted; for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated",2024,42161934.325,62022956.53627404
5909,"Textile hose piping and similar textile tubing; with or without lining, armour or accessories of other materials",2023,355611225.784,353245510.144834
5909,"Textile hose piping and similar textile tubing; with or without lining, armour or accessories of other materials",2024,392174932.369,355180288.23640203
5910,"Textiles; transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material",2023,690012496.621,687078433.8408322
5910,"Textiles; transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material",2024,725341011.1110001,698183455.4667389
5911,Textile products and articles for technical uses; specified in note 7 to this chapter,2023,5093387230.771,5116937592.860884
5911,Textile products and articles for technical uses; specified in note 7 to this chapter,2024,5197751692.731,5259306290.941051
6001,"Fabrics; pile fabrics, including long pile fabrics and terry fabrics, knitted or crocheted",2023,6512863228.5060005,7880889394.047625
6001,"Fabrics; pile fabrics, including long pile fabrics and terry fabrics, knitted or crocheted",2024,6655766708.726,8585347338.133082
6002,"Fabrics; knitted or crocheted, other than those of heading 60.01, of a width not exceeding 30cm, containing by weight 5% or more of elastomeric yarn or rubber thread",2023,226704469.202,274417470.944152
6002,"Fabrics; knitted or crocheted, other than those of heading 60.01, of a width not exceeding 30cm, containing by weight 5% or more of elastomeric yarn or rubber thread",2024,252512741.45,275935701.81922805
6003,"Fabrics; knitted or crocheted fabrics, other than those of heading 60.01 and 60.02, of a width not exceeding 30 cm,",2023,222832976.581,226012213.87018824
6003,"Fabrics; knitted or crocheted fabrics, other than those of heading 60.01 and 60.02, of a width not exceeding 30 cm,",2024,217296981.088,226746802.69855613
6004,"Fabrics; knitted or crocheted fabrics of a width exceeding 30 cm, other than those of heading 60.01, containing by weight 5% or more of elastomeric yarn or rubber thread",2023,7243342203.990001,7976808535.762909
6004,"Fabrics; knitted or crocheted fabrics of a width exceeding 30 cm, other than those of heading 60.01, containing by weight 5% or more of elastomeric yarn or rubber thread",2024,7951847690.531,8479137124.4737
6005,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04",2023,3170178353.8389997,3141890833.38806
6005,"Fabrics; warp knit (including those made on galloon knitting machines), other than those of headings 60.01 to 60.04",2024,3260960958.375,3136018156.804914
6006,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04",2023,15799718785.306,17254429144.01869
6006,"Fabrics; knitted or crocheted fabrics, other than those of headings 60.01 to 60.04",2024,15394453077.003,17886483978.016308
6101,"Coats; men's or boys' overcoats, car-coats, capes, cloaks, anoraks, ski-jackets, wind-cheaters, wind-jackets and similar articles; knitted or crocheted, other than those of heading no. 6103",2023,2883619736.168,3171602030.303953
6101,"Coats; men's or boys' overcoats, car-coats, capes, cloaks, anoraks, ski-jackets, wind-cheaters, wind-jackets and similar articles; knitted or crocheted, other than those of heading no. 6103",2024,2391022186.001,3339961557.636321
6102,"Coats; women's or girls' overcoats, car-coats, capes, cloaks, anoraks, ski-jackets, wind-cheaters, wind-jackets and similar articles, knitted or crocheted, other than those of heading no. 6104",2023,4202553692.483,4282947170.053246
6102,"Coats; women's or girls' overcoats, car-coats, capes, cloaks, anoraks, ski-jackets, wind-cheaters, wind-jackets and similar articles, knitted or crocheted, other than those of heading no. 6104",2024,3715428564.287,4487259979.79727
6103,"Suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches, shorts (not swimwear); men's or boys', knitted or crocheted",2023,13259439013.777,17122709457.532368
6103,"Suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches, shorts (not swimwear); men's or boys', knitted or crocheted",2024,11883872122.052,18296899261.001427
6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",2023,36568605710.866,44000068314.6358
6104,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (not swimwear), women's or girls', knitted or crocheted",2024,33963719510.239,46130772809.07646
6105,"Shirts; men's or boys', knitted or crocheted",2023,7627886398.223,6452005961.127537
6105,"Shirts; men's or boys', knitted or crocheted",2024,7112527547.801001,6461244327.197157
6106,"Blouses, shirts and shirt-blouses; women's or girls', knitted or crocheted",2023,3636712744.45,3420481754.746668
6106,"Blouses, shirts and shirt-blouses; women's or girls', knitted or crocheted",2024,4337311912.102,3419070085.7645516
6107,"Underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles; men's or boys', knitted or crocheted",2023,7303668988.7369995,9088922010.073343
6107,"Underpants, briefs, nightshirts, pyjamas, bathrobes, dressing gowns and similar articles; men's or boys', knitted or crocheted",2024,7317563922.603001,9753035749.56127
6108,"Slips, petticoats, briefs, panties, nightdresses, pyjamas, negligees, bathrobes, dressing gowns and similar articles; women's or girls', knitted or crocheted",2023,13980088181.503,17584263517.400177
6108,"Slips, petticoats, briefs, panties, nightdresses, pyjamas, negligees, bathrobes, dressing gowns and similar articles; women's or girls', knitted or crocheted",2024,13713611161.674,19064453351.859394
6109,"T-shirts, singlets and other vests; knitted or crocheted",2023,38654084207.590996,39751621191.5083
6109,"T-shirts, singlets and other vests; knitted or crocheted",2024,37988248365.590004,40887122502.37654
6110,"Jerseys, pullovers, cardigans, waistcoats and similar articles; knitted or crocheted",2023,61057611952.003,70550467580.82774
6110,"Jerseys, pullovers, cardigans, waistcoats and similar articles; knitted or crocheted",2024,58221118157.853,75010427103.06342
6111,"Garments and clothing accessories, babies'; knitted or crocheted",2023,6142083196.742,7282189615.590383
6111,"Garments and clothing accessories, babies'; knitted or crocheted",2024,5831341742.616,7300884396.306814
6112,"Track suits, ski suits and swimwear; knitted or crocheted",2023,5627651675.015,6424409061.371738
6112,"Track suits, ski suits and swimwear; knitted or crocheted",2024,4967013615.824,6869793255.301467
6113,"Garments made up of knitted or crocheted fabrics of heading no. 5903, 5906 and 5907",2023,1430979419.237,1978123547.9583268
6113,"Garments made up of knitted or crocheted fabrics of heading no. 5903, 5906 and 5907",2024,1041834473.904,2197072212.2387238
6114,"Garments; knitted or crocheted, n.e.c. in chapter 61",2023,11261344453.858,12000643456.549692
6114,"Garments; knitted or crocheted, n.e.c. in chapter 61",2024,10662420288.685,13106564199.609802
6115,"Hosiery; panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted",2023,15180488523.451,15365262930.714016
6115,"Hosiery; panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted",2024,15331389232.434,15702180076.479511
6116,"Gloves, mittens and mitts; knitted or crocheted",2023,5828082954.948,6627846355.730307
6116,"Gloves, mittens and mitts; knitted or crocheted",2024,5657096490.783,6780131373.761788
6117,"Clothing accessories; made up, knitted or crocheted, knitted or crocheted parts of garments or of clothing accessories",2023,3430196826.488,3796748820.2811694
6117,"Clothing accessories; made up, knitted or crocheted, knitted or crocheted parts of garments or of clothing accessories",2024,3365682685.397,3991905377.445469
6201,"Overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, men's or boys', other than those of heading no. 6203 (not knitted or crocheted)",2023,16288629318.227,17547641092.74133
6201,"Overcoats, car-coats, capes, cloaks, anoraks (including ski-jackets), wind-cheaters, wind-jackets and similar articles, men's or boys', other than those of heading no. 6203 (not knitted or crocheted)",2024,13445024887.297,18188519638.489063
6202,"Coats; women's or girls' overcoats, carcoats, capes, cloaks, anoraks, ski-jackets, wind-cheaters, wind-jackets and similar articles, other than those of heading no. 6204 (not knitted or crocheted)",2023,20432070400.737,14542362716.008377
6202,"Coats; women's or girls' overcoats, carcoats, capes, cloaks, anoraks, ski-jackets, wind-cheaters, wind-jackets and similar articles, other than those of heading no. 6204 (not knitted or crocheted)",2023,115110.0,14234110391.354227
6202,"Coats; women's or girls' overcoats, carcoats, capes, cloaks, anoraks, ski-jackets, wind-cheaters, wind-jackets and similar articles, other than those of heading no. 6204 (not knitted or crocheted)",2024,17730152481.304,13927399328.323349
6202,"Coats; women's or girls' overcoats, carcoats, capes, cloaks, anoraks, ski-jackets, wind-cheaters, wind-jackets and similar articles, other than those of heading no. 6204 (not knitted or crocheted)",2024,243511.0,13622221820.607626
6203,"Suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear); men's or boys' (not knitted or crocheted)",2023,43467582257.236,40519454399.12325
6203,"Suits, ensembles, jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear); men's or boys' (not knitted or crocheted)",2024,39856702435.625,40425248863.302086
6204,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear); women's or girls' (not knitted or crocheted)",2023,69966331268.08,65226278696.85685
6204,"Suits, ensembles, jackets, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear); women's or girls' (not knitted or crocheted)",2024,67258387322.868,65495211652.10398
6205,Shirts; men's or boys' (not knitted or crocheted),2023,11714532371.164,10152996565.375656
6205,Shirts; men's or boys' (not knitted or crocheted),2024,10382876255.771,9992181465.688622
6206,"Blouses, shirts and shirt-blouses; women's or girls' (not knitted or crocheted)",2023,10394154780.362999,11255270524.543737
6206,"Blouses, shirts and shirt-blouses; women's or girls' (not knitted or crocheted)",2024,10619401731.162,11267678331.68196
6207,"Singlets and other vests, underpants, briefs, night-shirts, pyjamas, bathrobes, dressing gowns and similar articles; men's or boys' (not knitted or crocheted)",2023,1152900828.905,1367720955.9883037
6207,"Singlets and other vests, underpants, briefs, night-shirts, pyjamas, bathrobes, dressing gowns and similar articles; men's or boys' (not knitted or crocheted)",2024,1017630093.539,1435801784.2862458
6208,"Singlets and other vests, slips, petticoats, briefs, panties, nightdresses, pyjamas, negligees, bathrobes, dressing gowns and similar articles; women's or girls' (not knitted or crocheted)",2023,2736017319.129,3155453104.3654294
6208,"Singlets and other vests, slips, petticoats, briefs, panties, nightdresses, pyjamas, negligees, bathrobes, dressing gowns and similar articles; women's or girls' (not knitted or crocheted)",2024,2911396423.077,3342309068.029565
6209,Garments and clothing accessories; babies' (not knitted or crocheted),2023,1717375578.009,1875097128.44041
6209,Garments and clothing accessories; babies' (not knitted or crocheted),2024,1561291557.7,1883294997.0798156
6210,"Garments made up of fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)",2023,11903734432.309,17648199744.675076
6210,"Garments made up of fabrics of heading no. 5602, 5603, 5903, 5906 or 5907 (not knitted or crocheted)",2024,10246150218.4,18473294684.847874
6211,"Track suits, swimwear and other garments (not knitted or crocheted)",2023,14052107157.637,14909991158.296707
6211,"Track suits, swimwear and other garments (not knitted or crocheted)",2024,12728582895.710001,15523719718.846247
6212,"Brassieres, girdles, corsets, braces, suspenders, garters and similar articles and parts thereof; whether or not knitted or crocheted",2023,11656203825.437,12960522164.296406
6212,"Brassieres, girdles, corsets, braces, suspenders, garters and similar articles and parts thereof; whether or not knitted or crocheted",2024,10924642217.865,12987254742.125086
6213,Handkerchiefs (not knitted or crocheted),2023,174556420.129,135114491.29202703
6213,Handkerchiefs (not knitted or crocheted),2024,159185305.47800002,117448076.34867558
6214,"Shawls, scarves, mufflers, mantillas, veils and the like (not knitted or crocheted)",2023,3580118326.932,2939122251.3779955
6214,"Shawls, scarves, mufflers, mantillas, veils and the like (not knitted or crocheted)",2024,3322117894.81,2824707511.5054264
6215,"Ties, bow ties and cravats (not knitted or crocheted)",2023,495143143.483,409479518.7906607
6215,"Ties, bow ties and cravats (not knitted or crocheted)",2024,476688809.169,368144783.72006214
6216,"Gloves, mittens and mitts (not knitted or crocheted)",2023,1422192688.1,1801400142.7072258
6216,"Gloves, mittens and mitts (not knitted or crocheted)",2024,1185541313.87,1892272352.754531
6217,Clothing accessories n.e.c.; parts of garments or accessories other than those of heading no. 6212 (not knitted or crocheted),2023,2641487299.613,2761748312.830116
6217,Clothing accessories n.e.c.; parts of garments or accessories other than those of heading no. 6212 (not knitted or crocheted),2024,2540625731.3719997,2871559018.363594
6301,Blankets and travelling rugs,2023,6996673089.183,7668507231.789097
6301,Blankets and travelling rugs,2024,7075953259.532,8172365677.074734
6302,"Bed linen, table linen, toilet linen and kitchen linen",2023,21099683738.836,22956281071.75987
6302,"Bed linen, table linen, toilet linen and kitchen linen",2024,21271034895.545,23765223071.2154
6303,Curtains (including drapes) and interior blinds; curtain or bed valances,2023,6271599013.198,7034187071.966337
6303,Curtains (including drapes) and interior blinds; curtain or bed valances,2024,6436144957.250999,7176464776.566309
6304,Furnishing articles; excluding those of heading no. 9404,2023,4291805410.042,4666894993.961016
6304,Furnishing articles; excluding those of heading no. 9404,2024,4250940591.516,4785293804.792366
6305,"Sacks and bags, of a kind used for the packing of goods",2023,4595942177.719,5430362883.999017
6305,"Sacks and bags, of a kind used for the packing of goods",2024,4136512877.616,5609744501.581186
6306,"Tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or landcraft; camping goods",2023,7053374321.463,5033151015.111694
6306,"Tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or landcraft; camping goods",2023,107577.0,5031990684.557862
6306,"Tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or landcraft; camping goods",2024,6861889963.518,5031062420.114797
6306,"Tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or landcraft; camping goods",2024,41030.0,5030319808.560344
6307,"Textiles; made up articles n.e.c. in chapter 63, including dress patterns",2023,20477084025.189,29553747891.9696
6307,"Textiles; made up articles n.e.c. in chapter 63, including dress patterns",2024,21268881215.237,29603779300.847027
6308,"Textiles; sets of woven fabric and yarn, with or without accessories, for making into rugs, tapestries, embroidered tablecloths, serviettes and similar textile articles, in packings for retail sale",2023,82194750.427,89150361.79342338
6308,"Textiles; sets of woven fabric and yarn, with or without accessories, for making into rugs, tapestries, embroidered tablecloths, serviettes and similar textile articles, in packings for retail sale",2024,88533104.828,89010961.43170027
6309,Textiles; worn clothing and other worn articles,2023,3704059174.208,3636655195.1328583
6309,Textiles; worn clothing and other worn articles,2024,3335514199.908,3747443911.591022
6310,"Rags; used or new, scrap twine, cordage, rope and cables and worn out articles of twine, cordage, rope or cables, of textile materials",2023,685255361.222,755061888.7476236
6310,"Rags; used or new, scrap twine, cordage, rope and cables and worn out articles of twine, cordage, rope or cables, of textile materials",2024,620312066.121,849539764.0175437
6401,"Footwear; waterproof, with outer soles and uppers of rubber or plastics, (uppers not fixed to the sole nor assembled by stitch, rivet, nail, screw, plug or similar)",2023,1392786043.365,1832985660.0398803
6401,"Footwear; waterproof, with outer soles and uppers of rubber or plastics, (uppers not fixed to the sole nor assembled by stitch, rivet, nail, screw, plug or similar)",2024,1425119797.998,1916749603.0935535
6402,Footwear; with outer soles and uppers of rubber or plastics (excluding waterproof footwear),2023,49367407621.464,57799173778.06799
6402,Footwear; with outer soles and uppers of rubber or plastics (excluding waterproof footwear),2024,44240945549.679,61102260062.76598
6403,"Footwear; with outer soles of rubber, plastics, leather or composition leather and uppers of leather",2023,59641873446.823,59560111963.48728
6403,"Footwear; with outer soles of rubber, plastics, leather or composition leather and uppers of leather",2024,51803042499.184,61323978318.58818
6404,"Footwear; with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials",2023,47561304180.449005,55509263435.54369
6404,"Footwear; with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials",2024,37555948801.551,57630329038.61464
6405,Footwear; other footwear n.e.c. in chapter 64,2023,4170072215.922,3875274435.356557
6405,Footwear; other footwear n.e.c. in chapter 64,2024,3890177731.443,3856865062.521754
6406,"Footwear; parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, le.g.ings and similar articles, and parts thereof",2023,7132436600.725,8519329638.138593
6406,"Footwear; parts of footwear; removable in-soles, heel cushions and similar articles; gaiters, le.g.ings and similar articles, and parts thereof",2024,6907197803.131,8669584408.606817
6501,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux and manchons (including slit manchons) of felt",2023,103308510.23099999,142540915.53352273
6501,"Hat-forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux and manchons (including slit manchons) of felt",2024,78066025.345,187945264.37315464
6502,"Hat-shapes; plaited or made by assembling strips of any material, neither blocked to shape, nor with made brims, nor lined, nor trimmed",2023,34420275.043,42087314.9612644
6502,"Hat-shapes; plaited or made by assembling strips of any material, neither blocked to shape, nor with made brims, nor lined, nor trimmed",2024,34820165.129999995,50373897.98901328
6504,"Hats and other headgear; plaited or made by assembling strips of any material, whether or not lined or trimmed",2023,589744635.502,660529494.0109196
6504,"Hats and other headgear; plaited or made by assembling strips of any material, whether or not lined or trimmed",2024,516019242.736,678656992.4232117
6505,"Hats and other headgear; knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hair-nets of any material, whether or not lined or trimmed",2023,9233305692.449,11604293800.499586
6505,"Hats and other headgear; knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hair-nets of any material, whether or not lined or trimmed",2024,8525224649.455,13029558787.979822
6506,"Headgear; n.e.c. in chapter 65, whether or not lined or trimmed",2023,4879991421.213,7029805080.476991
6506,"Headgear; n.e.c. in chapter 65, whether or not lined or trimmed",2024,4865964259.041,7919438814.648038
6507,"Head-bands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear",2023,411539017.528,454026083.04893476
6507,"Head-bands, linings, covers, hat foundations, hat frames, peaks and chinstraps, for headgear",2024,416321177.84099996,486976467.7564989
6601,"Umbrellas; sun umbrellas (including walking stick umbrellas, garden umbrellas and similar umbrellas)",2023,3853502838.638,4269357686.1527224
6601,"Umbrellas; sun umbrellas (including walking stick umbrellas, garden umbrellas and similar umbrellas)",2024,3992558485.8919997,4485320260.090905
6602,"Walking-sticks, seat-sticks, whips, riding-crops and the like",2023,304892387.121,412118847.92295176
6602,"Walking-sticks, seat-sticks, whips, riding-crops and the like",2024,319506202.17399997,465084296.46410465
6603,"Trimmings, parts and accessories of articles of heading no. 6601 or 6602",2023,484396151.433,640820022.4099263
6603,"Trimmings, parts and accessories of articles of heading no. 6601 or 6602",2024,486452307.449,697056876.8014337
6701,"Skin and other parts of birds with their feather or down; feathers, parts of feather, down and articles thereof (other than goods of heading no. 0505 and worked quills and scapes)",2023,147636402.06800002,151137418.18421575
6701,"Skin and other parts of birds with their feather or down; feathers, parts of feather, down and articles thereof (other than goods of heading no. 0505 and worked quills and scapes)",2024,110777713.926,150267548.7547815
6702,"Flowers, foliage and fruit, artificial, and parts thereof; articles made of artificial flowers, foliage or fruit",2023,6223435737.285,10354865323.169067
6702,"Flowers, foliage and fruit, artificial, and parts thereof; articles made of artificial flowers, foliage or fruit",2024,6694992511.006,11545475563.603556
6703,"Human hair, dressed, thinned, bleached or otherwise worked; wool or other animal hair or other textile materials, prepared for use in making wigs or the like",2023,305786783.746,216740611.24772078
6703,"Human hair, dressed, thinned, bleached or otherwise worked; wool or other animal hair or other textile materials, prepared for use in making wigs or the like",2024,296323556.17899996,226661149.0050999
6704,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair or of textile materials; articles of human hair, n.e.c. or included",2023,7623358966.902,8916525222.496994
6704,"Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair or of textile materials; articles of human hair, n.e.c. or included",2024,7072673185.59,9482308668.498978
6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",2023,671473197.7919999,994420992.1626767
6801,"Stone; setts, curbstones and flagstones, of natural stone (except slate)",2024,505406635.099,1014820993.1272247
6802,"Monumental or building stone, worked (except slate) and articles thereof (not of heading no. 6801) mosaic cubes etc., of natural stone including slate; artificially coloured granules of natural stone",2023,14055516111.805,17562767410.733105
6802,"Monumental or building stone, worked (except slate) and articles thereof (not of heading no. 6801) mosaic cubes etc., of natural stone including slate; artificially coloured granules of natural stone",2024,12867494347.938,18640463519.880882
6803,"Slate, worked; and articles of slate or of agglomerated slate",2023,1014618567.289,1133563253.5424
6803,"Slate, worked; and articles of slate or of agglomerated slate",2024,918764966.7030001,1211403731.810308
6804,"Millstones, grindstones, grinding wheels, etc without frameworks, for grinding, sharpening, polishing, etc and parts thereof, natural stone, agglomerated natural or artificial abrasives or of ceramics",2023,5014062396.813,5154023305.225571
